metric,score,evaluation_model,reason,error
Correctness (GEval),1.0,Llama-3 70B,"The actual output perfectly matches the expected output, with the same wording and details, directly answering the input question",
Correctness (GEval),0.8,Llama-3 70B,"The actual output provides detailed information about the component level, but does not directly answer the input question, and omits the key concept of ",
Correctness (GEval),1.0,Llama-3 70B,The actual output matches the expected output with additional information that does not contradict the main concept,
Correctness (GEval),1.0,Llama-3 70B,"The actual output directly answers the input, provides accurate information, and highlights various scenarios where evidence management plays a crucial role within the OPENCOSS platform, matching the expected output",
Correctness (GEval),0.8,Llama-3 70B,"The actual output does not exactly match the expected output, but it answers the input and shares the same main concepts, with some extra information and different ordering of details",
Correctness (GEval),0.8,Llama-3 70B,The actual output provides more detailed information about the rover,
Correctness (GEval),1.0,Llama-3 70B,"The actual output directly matches the expected output, with accurate details and information, and answers the input question correctly",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with slight rephrasing, and the additional information does not alter the main concept provided in the expected output",
Correctness (GEval),0.0,Llama-3 70B,"The actual output does not provide any relevant information to answer the input question, and does not follow the evaluation steps provided",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with exact wording and information, and meets all the evaluation criteria outlined in the steps",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with the same details and information, including units and precision values, and answers the input question directly and accurately",
Correctness (GEval),0.0,Llama-3 70B,"The actual output does not match the expected output in terms of speed and does not provide the required information about the capable speed on a smooth, level, prepared surface",
Correctness (GEval),0.0,Llama-3 70B,"The actual output does not match the expected output, and does not provide information about telemetry and video displays or update rates for teleoperation of the Lunar Exploration Light Rover",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output exactly, with the same units and precision values, and answers the input question directly and accurately without any discrepancies or omissions in details or values, and presents the information in the same order as the expected output, and includes the same main concepts and examples as the expected output, and does not include any extra information or present details in a different order than the expected output, and does not omit any details from the expected output, and does not include any missing examples, and answers the input question directly and accurately without any discrepancies or omissions in details or values, and presents the information in the same order as the expected output, and includes the same main concepts and examples as the expected output, and does not include any extra information or present details in a different order than the expected output, and does not omit any details from the expected output, and does not include any missing examples",
Correctness (GEval),0.0,Llama-3 70B,"The actual output does not match the expected output and does not answer the input question, it talks about system testing instead of system level performance",
Correctness (GEval),1.0,Llama-3 70B,"The actual output accurately answers the input question, providing the correct term ",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with exact wording and details, and answers the input directly and accurately without any discrepancies or omissions",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with the same details and information, and meets the relative pointing accuracy requirements for asteroid and comet detection phase",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with the same details and information, and answers the input question correctly",
Correctness (GEval),0.8,Llama-3 70B,"The actual output includes extra information and presents details in a different order, but the main concept of not exceeding a certain angle over a certain interval at a certain confidence level is maintained",
Correctness (GEval),1.0,Llama-3 70B,"The actual output directly matches the expected output, and the extra information provided is acceptable according to the evaluation steps",
Correctness (GEval),1.0,Llama-3 70B,The actual output matches the expected output with correct year and additional details about the launch date,
Correctness (GEval),0.8,Llama-3 70B,"The actual output does not mention the launch year, but provides extra information about the mission details and objectives, which aligns with the expected output",
Correctness (GEval),1.0,Llama-3 70B,"The actual output accurately answers the input and includes all required details from the expected output, with some extra information and a different order of presentation, which is acceptable according to the evaluation steps provided",
Correctness (GEval),0.8,Llama-3 70B,"The actual output does not provide specific details about the comet Wirtanen and its environment, but it provides information about the Rosetta mission",
Correctness (GEval),1.0,Llama-3 70B,The actual output matches the expected output with the correct asteroids mentioned and correct sentence structure,
Correctness (GEval),1.0,Llama-3 70B,"The actual output directly matches the expected output with no discrepancies in details or values, and answers the input question accurately",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output in terms of factual accuracy, details, and information, and presents the main concepts in a concise manner, with no discrepancies or omissions in the provided information, and the extra details included are relevant and accurate, following the project standard and coding standards accurately",
Correctness (GEval),1.0,Llama-3 70B,"The actual output answers the input, maintains factual accuracy, and includes extra information that supports the main concept of the expected output without omitting essential details or presenting them in a different order",
Correctness (GEval),0.8,Llama-3 70B,"The actual output omits the asteroid detection phase and has a different interval time, but answers the input and includes the same main concepts as the expected output",
Correctness (GEval),0.0,Llama-3 70B,"The actual output does not match the expected output and provides different information, such as ",
Correctness (GEval),1.0,Llama-3 70B,The actual output directly matches the expected output with accurate details and information,
Correctness (GEval),0.0,Llama-3 70B,"The actual output does not provide the specific function of major orbit manoeuvres, instead providing a description of the Active Cruise Mode and its usage during interplanetary cruise phases",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with the correct confidence level and provides additional information about the sources of the data, PINT-024, PINT-025, and PINT-031, which is acceptable according to the evaluation steps provided",
